record_id,raw_payload
105,"{""order_id"": ""O1104"", ""customer"": {""name"": ""Pooja"", ""email"": ""user104@mail.com""}, ""product"": ""Laptop"", ""price"": 203.41, ""quantity"": 2, ""city"": ""Chennai"", ""status"": ""PENDING"", ""order_time"": ""2024-03-01 00:00:00""}"
106,"{""order_id"": ""O1105"", ""customer"": {""name"": ""Rahul"", ""email"": ""user105@mail.com""}, ""product"": ""Tablet"", ""price"": 317.5, ""quantity"": null, ""city"": ""Hyderabad"", ""status"": ""completed"", ""order_time"": ""2024-02-09 00:00:00""}"
107,"{""order_id"": ""O1106"", ""customer"": {""name"": ""Amit"", ""email"": ""user106@mail.com""}, ""product"": ""Mouse"", ""price"": 892.33, ""quantity"": 2, ""city"": ""Bangalore"", ""status"": ""completed"", ""order_time"": ""2024-01-24 00:00:00""}"
108,"{""order_id"": ""O1107"", ""customer"": {""name"": ""Anita"", ""email"": ""invalid_email""}, ""product"": ""Keyboard"", ""price"": 387.72, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""completed"", ""order_time"": ""2024-02-11 00:00:00""}"
109,"{""order_id"": ""O1108"", ""customer"": {""name"": ""Amit"", ""email"": ""user108@mail.com""}, ""product"": ""Mouse"", ""price"": 1977.75, ""quantity"": 2, ""city"": ""Delhi"", ""status"": ""failed"", ""order_time"": ""2024-01-14 00:00:00""}"
110,"{""order_id"": ""O1109"", ""customer"": {""name"": ""Neha"", ""email"": ""user109@mail.com""}, ""product"": ""Phone"", ""price"": 15.64, ""quantity"": 2, ""city"": ""Mumbai"", ""status"": ""failed"", ""order_time"": ""2024-01-12 00:00:00""}"
111,"{""order_id"": ""O1110"", ""customer"": {""name"": ""Neha"", ""email"": ""invalid_email""}, ""product"": ""Mouse"", ""price"": 1181.82, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""pending"", ""order_time"": ""01-32-2024""}"
112,"{""order_id"": ""O1111"", ""customer"": {""name"": ""Ravi"", ""email"": ""user111@mail.com""}, ""product"": ""Keyboard"", ""price"": 1031.34, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""failed"", ""order_time"": ""2024-02-09 00:00:00""}"
113,"{""order_id"": null, ""customer"": {""name"": ""Vikas"", ""email"": ""user112@mail.com""}, ""product"": ""Tablet"", ""price"": 1928.41, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""PENDING"", ""order_time"": ""2024-01-07 00:00:00""}"
114,"{""order_id"": ""O1113"", ""customer"": {""name"": ""Ravi"", ""email"": ""user113@mail.com""}, ""product"": ""Keyboard"", ""price"": 1220.51, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""pending"", ""order_time"": ""2024-02-07 00:00:00""}"
115,"{""order_id"": ""O1114"", ""customer"": {""name"": ""Arjun"", ""email"": ""user114@mail.com""}, ""product"": ""Monitor"", ""price"": 1016.05, ""quantity"": null, ""city"": ""Delhi"", ""status"": ""Fail"", ""order_time"": ""2024-02-11 00:00:00""}"
116,"{""order_id"": ""O1115"", ""customer"": {""name"": ""Karan"", ""email"": ""user115@mail.com""}, ""product"": ""Mouse"", ""price"": 833.49, ""quantity"": null, ""city"": ""Chennai"", ""status"": ""PENDING"", ""order_time"": ""2024-01-21 00:00:00""}"
117,"{""order_id"": ""O1116"", ""customer"": {""name"": ""Anita"", ""email"": ""user116@mail.com""}, ""product"": ""Tablet"", ""price"": 1846.74, ""quantity"": 1, ""city"": ""Delhi"", ""status"": ""completed"", ""order_time"": ""01-32-2024""}"
118,"{""order_id"": ""O1117"", ""customer"": {""name"": ""Neha"", ""email"": ""user117@mail.com""}, ""product"": ""Phone"", ""price"": 1913.68, ""quantity"": 3, ""city"": ""Hyderabad"", ""status"": ""completed"", ""order_time"": ""2024-02-25 00:00:00""}"
119,"{""order_id"": ""O1118"", ""customer"": {""name"": ""Amit"", ""email"": ""user118@mail.com""}, ""product"": ""Phone"", ""price"": 631.77, ""quantity"": 1, ""city"": ""Pune"", ""status"": ""failed"", ""order_time"": ""2024-02-12 00:00:00""}"
120,"{""order_id"": ""O1119"", ""customer"": {""name"": ""Anita"", ""email"": ""user119@mail.com""}, ""product"": ""Keyboard"", ""price"": 238.62, ""quantity"": 3, ""city"": ""Pune"", ""status"": ""Completed"", ""order_time"": ""2024-02-24 00:00:00""}"
121,"{""order_id"": ""O1120"", ""customer"": {""name"": ""Arjun"", ""email"": ""user120@mail.com""}, ""product"": ""Tablet"", ""price"": 1117.91, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""Completed"", ""order_time"": ""2024-02-18 00:00:00""}"
122,"{""order_id"": ""O1121"", ""customer"": {""name"": ""Amit"", ""email"": ""user121@mail.com""}, ""product"": ""Mouse"", ""price"": 1136.98, ""quantity"": null, ""city"": ""Delhi"", ""status"": ""Completed"", ""order_time"": ""2024-01-02 00:00:00""}"
123,"{""order_id"": ""O1122"", ""customer"": {""name"": ""Rahul"", ""email"": ""user122@mail.com""}, ""product"": ""Keyboard"", ""price"": 323.24, ""quantity"": 3, ""city"": ""Hyderabad"", ""status"": ""pending"", ""order_time"": ""2024-02-06 00:00:00""}"
124,"{""order_id"": ""O1123"", ""customer"": {""name"": ""Neha"", ""email"": ""user123@mail.com""}, ""product"": ""Phone"", ""price"": 109.03, ""quantity"": 1, ""city"": ""Bangalore"", ""status"": ""PENDING"", ""order_time"": ""2024-02-01 00:00:00""}"
125,"{""order_id"": ""O1124"", ""customer"": {""name"": ""Karan"", ""email"": ""user124@mail.com""}, ""product"": ""Laptop"", ""price"": 696.89, ""quantity"": 1, ""city"": ""Bangalore"", ""status"": ""Fail"", ""order_time"": ""2024-02-01 00:00:00""}"
126,"{""order_id"": ""O1125"", ""customer"": {""name"": ""Karan"", ""email"": ""user125@mail.com""}, ""product"": ""Phone"", ""price"": 119.02, ""quantity"": 2, ""city"": ""Bangalore"", ""status"": ""Completed"", ""order_time"": ""2024-02-18 00:00:00""}"
127,"{""order_id"": ""O1126"", ""customer"": {""name"": ""Amit"", ""email"": ""user126@mail.com""}, ""product"": ""Monitor"", ""price"": 359.63, ""quantity"": null, ""city"": ""Pune"", ""status"": ""Fail"", ""order_time"": ""2024-02-05 00:00:00""}"
128,"{""order_id"": ""O1127"", ""customer"": {""name"": ""Ravi"", ""email"": ""user127@mail.com""}, ""product"": ""Tablet"", ""price"": 94.18, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""completed"", ""order_time"": ""2024-02-06 00:00:00""}"
129,"{""order_id"": ""O1128"", ""customer"": {""name"": ""Rahul"", ""email"": ""user128@mail.com""}, ""product"": ""Monitor"", ""price"": 51.5, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""failed"", ""order_time"": ""2024-02-14 00:00:00""}"
130,"{""order_id"": ""O1129"", ""customer"": {""name"": ""Ravi"", ""email"": ""user129@mail.com""}, ""product"": ""Phone"", ""price"": 806.9, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""pending"", ""order_time"": ""2024-01-15 00:00:00""}"
131,"{""order_id"": ""O1130"", ""customer"": {""name"": ""Vikas"", ""email"": ""user130@mail.com""}, ""product"": ""Phone"", ""price"": 1024.8, ""quantity"": 3, ""city"": ""Bangalore"", ""status"": ""Fail"", ""order_time"": ""2024-02-11 00:00:00""}"
132,"{""order_id"": ""O1131"", ""customer"": {""name"": ""Neha"", ""email"": ""user131@mail.com""}, ""product"": ""Mouse"", ""price"": 1208.77, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024-02-18 00:00:00""}"
133,"{""order_id"": ""O1132"", ""customer"": {""name"": ""Arjun"", ""email"": ""user132@mail.com""}, ""product"": ""Phone"", ""price"": 653.18, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""PENDING"", ""order_time"": ""01-32-2024""}"
134,"{""order_id"": ""O1133"", ""customer"": {""name"": ""Pooja"", ""email"": ""user133@mail.com""}, ""product"": ""Keyboard"", ""price"": 1019.6, ""quantity"": 3, ""city"": ""Chennai"", ""status"": ""PENDING"", ""order_time"": ""01-32-2024""}"
135,"{""order_id"": ""O1134"", ""customer"": {""name"": ""Ravi"", ""email"": ""user134@mail.com""}, ""product"": ""Phone"", ""price"": 775.12, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""failed"", ""order_time"": ""2024-01-21 00:00:00""}"
136,"{""order_id"": ""O1135"", ""customer"": {""name"": ""Amit"", ""email"": ""user135@mail.com""}, ""product"": ""Keyboard"", ""price"": 1964.95, ""quantity"": 1, ""city"": ""Pune"", ""status"": ""Fail"", ""order_time"": ""2024-01-16 00:00:00""}"
137,"{""order_id"": ""O1136"", ""customer"": {""name"": ""Vikas"", ""email"": ""user136@mail.com""}, ""product"": ""Mouse"", ""price"": 734.16, ""quantity"": 3, ""city"": ""Chennai"", ""status"": ""PENDING"", ""order_time"": ""2024-02-13 00:00:00""}"
138,"{""order_id"": ""O1137"", ""customer"": {""name"": ""Anita"", ""email"": ""invalid_email""}, ""product"": ""Laptop"", ""price"": 1120.35, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""pending"", ""order_time"": ""2024-02-12 00:00:00""}"
139,"{""order_id"": ""O1138"", ""customer"": {""name"": ""Neha"", ""email"": ""user138@mail.com""}, ""product"": ""Phone"", ""price"": 1330.59, ""quantity"": 3, ""city"": ""Bangalore"", ""status"": ""Fail"", ""order_time"": ""2024-01-26 00:00:00""}"
140,"{""order_id"": ""O1139"", ""customer"": {""name"": ""Ravi"", ""email"": ""user139@mail.com""}, ""product"": ""Monitor"", ""price"": 1290.55, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024-03-01 00:00:00""}"
141,"{""order_id"": ""O1140"", ""customer"": {""name"": ""Vikas"", ""email"": ""invalid_email""}, ""product"": ""Tablet"", ""price"": 852.58, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""pending"", ""order_time"": ""2024-03-01 00:00:00""}"
142,"{""order_id"": ""O1141"", ""customer"": {""name"": ""Sneha"", ""email"": ""user141@mail.com""}, ""product"": ""Mouse"", ""price"": 318.34, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""failed"", ""order_time"": ""2024-02-23 00:00:00""}"
143,"{""order_id"": ""O1142"", ""customer"": {""name"": ""Anita"", ""email"": ""user142@mail.com""}, ""product"": ""Phone"", ""price"": 270.79, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""Completed"", ""order_time"": ""2024-02-14 00:00:00""}"
144,"{""order_id"": ""O1143"", ""customer"": {""name"": ""Neha"", ""email"": ""user143@mail.com""}, ""product"": ""Laptop"", ""price"": 827.61, ""quantity"": 2, ""city"": ""Chennai"", ""status"": ""failed"", ""order_time"": ""2024-02-17 00:00:00""}"
145,"{""order_id"": ""O1144"", ""customer"": {""name"": ""Karan"", ""email"": ""user144@mail.com""}, ""product"": ""Monitor"", ""price"": 1808.91, ""quantity"": 2, ""city"": ""Bangalore"", ""status"": ""Fail"", ""order_time"": ""2024-01-29 00:00:00""}"
146,"{""order_id"": ""O1145"", ""customer"": {""name"": ""Rahul"", ""email"": ""user145@mail.com""}, ""product"": ""Monitor"", ""price"": 1932.87, ""quantity"": 2, ""city"": ""Pune"", ""status"": ""Completed"", ""order_time"": ""2024-01-04 00:00:00""}"
147,"{""order_id"": ""O1146"", ""customer"": {""name"": ""Vikas"", ""email"": ""user146@mail.com""}, ""product"": ""Tablet"", ""price"": 1693.33, ""quantity"": 1, ""city"": ""Bangalore"", ""status"": ""completed"", ""order_time"": ""2024-01-18 00:00:00""}"
148,"{""order_id"": ""O1147"", ""customer"": {""name"": ""Rahul"", ""email"": ""invalid_email""}, ""product"": ""Mouse"", ""price"": 1635.24, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""PENDING"", ""order_time"": ""01-32-2024""}"
149,"{""order_id"": ""O1148"", ""customer"": {""name"": ""Ravi"", ""email"": ""user148@mail.com""}, ""product"": ""Laptop"", ""price"": 644.18, ""quantity"": 1, ""city"": ""Hyderabad"", ""status"": ""Fail"", ""order_time"": ""2024-01-10 00:00:00""}"
150,"{""order_id"": ""O1149"", ""customer"": {""name"": ""Sneha"", ""email"": ""user149@mail.com""}, ""product"": ""Mouse"", ""price"": 1520.09, ""quantity"": null, ""city"": ""Chennai"", ""status"": ""failed"", ""order_time"": ""01-32-2024""}"
