record_id,raw_payload
105,"{""order_id"": ""O2104"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer104@mail.com""}, ""product"": ""Headphones"", ""price"": 1905.94, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""pending"", ""order_time"": ""2024/02/24 00:00:00""}"
106,"{""order_id"": ""O2105"", ""customer"": {""name"": ""Meena"", ""email"": ""customer105@mail.com""}, ""product"": ""Camera"", ""price"": 1871.8, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""Completed"", ""order_time"": ""2024/03/02 00:00:00""}"
107,"{""order_id"": ""O2106"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer106@mail.com""}, ""product"": ""Phone"", ""price"": 540.16, ""quantity"": 3, ""city"": ""Bangalore"", ""status"": ""Completed"", ""order_time"": ""2024/03/09 00:00:00""}"
108,"{""order_id"": ""O2107"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer107@mail.com""}, ""product"": ""Charger"", ""price"": 1159.19, ""quantity"": 2, ""city"": ""Mumbai"", ""status"": ""failed"", ""order_time"": ""2024/02/02 00:00:00""}"
109,"{""order_id"": ""O2108"", ""customer"": {""name"": ""Deepak"", ""email"": ""bad_email""}, ""product"": ""Headphones"", ""price"": 1888.27, ""quantity"": null, ""city"": ""Jaipur"", ""status"": ""pending"", ""order_time"": ""2024/02/09 00:00:00""}"
110,"{""order_id"": ""O2109"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer109@mail.com""}, ""product"": ""Phone"", ""price"": 407.07, ""quantity"": 1, ""city"": ""Jaipur"", ""status"": ""completed"", ""order_time"": ""2024/03/10 00:00:00""}"
111,"{""order_id"": ""O2110"", ""customer"": {""name"": ""Asha"", ""email"": ""customer110@mail.com""}, ""product"": ""Camera"", ""price"": 1859.99, ""quantity"": 1, ""city"": ""Jaipur"", ""status"": ""completed"", ""order_time"": ""2024/03/09 00:00:00""}"
112,"{""order_id"": ""O2111"", ""customer"": {""name"": ""Deepak"", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 1615.19, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024/02/19 00:00:00""}"
113,"{""order_id"": ""O2112"", ""customer"": {""name"": ""Rohit"", ""email"": ""customer112@mail.com""}, ""product"": ""Laptop"", ""price"": 786.34, ""quantity"": null, ""city"": ""Kolkata"", ""status"": ""unknown"", ""order_time"": ""2024/02/04 00:00:00""}"
114,"{""order_id"": ""O2113"", ""customer"": {""name"": ""Meena"", ""email"": ""customer113@mail.com""}, ""product"": ""Camera"", ""price"": 1103.64, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""Completed"", ""order_time"": ""2024/02/20 00:00:00""}"
115,"{""order_id"": ""O2114"", ""customer"": {""name"": """", ""email"": ""bad_email""}, ""product"": ""Charger"", ""price"": 1966.48, ""quantity"": 2, ""city"": ""Mumbai"", ""status"": ""unknown"", ""order_time"": ""2024/02/05 00:00:00""}"
116,"{""order_id"": null, ""customer"": {""name"": ""Nisha"", ""email"": ""customer115@mail.com""}, ""product"": ""Camera"", ""price"": 1988.04, ""quantity"": 3, ""city"": ""Jaipur"", ""status"": ""PENDING"", ""order_time"": ""2024/03/10 00:00:00""}"
117,"{""order_id"": ""O2116"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer116@mail.com""}, ""product"": ""Phone"", ""price"": 1031.95, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""pending"", ""order_time"": ""2024/02/23 00:00:00""}"
118,"{""order_id"": ""O2117"", ""customer"": {""name"": ""Rohit"", ""email"": ""customer117@mail.com""}, ""product"": ""Camera"", ""price"": 73.26, ""quantity"": null, ""city"": ""Jaipur"", ""status"": ""completed"", ""order_time"": ""2024/02/06 00:00:00""}"
119,"{""order_id"": ""O2118"", ""customer"": {""name"": ""Asha"", ""email"": ""customer118@mail.com""}, ""product"": ""Phone"", ""price"": 577.99, ""quantity"": 2, ""city"": ""Jaipur"", ""status"": ""Fail"", ""order_time"": ""2024/02/09 00:00:00""}"
120,"{""order_id"": ""O2119"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer119@mail.com""}, ""product"": ""Camera"", ""price"": 1924.01, ""quantity"": null, ""city"": ""Delhi"", ""status"": ""unknown"", ""order_time"": ""2024/03/07 00:00:00""}"
